Product_ID,Product_Name,Form,Ashwagandha,Triphala,Amalaki,Haritaki,Bibhitaki,Neem,Tulsi,Brahmi,Shankhpushpi,Turmeric,Ginger,Garlic,Clove,Cardamom,Cinnamon,Pepper,Licorice,Guduchi,Shatavari,AloeVera,Moringa,Fenugreek,Cumin,Coriander,Mustard,Saffron,Nutmeg,Fennel,Camphor,Jatamansi,Kesar,Pippali,Punarnava,Arjuna,Guggulu,Manjistha,Kalonji,Baheda,Giloy,Daruharidra,Vidanga,Hibiscus,AmlaOil,Ashoka,Bhringraj,SafedMusli,KaunchBeej,Palash,Agarwood,Chitrak,Proportion_Others,Price,Dosage(g),Shelf_Life(months),Preparation_Method,Speciality
P0259,Product_259,Powder,0.01,0.03,0.04,0.03,0.03,0.02,0.02,0,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.03,0.02,0.01,0.03,0.01,0.03,0,0.04,0.01,0,0.02,0.01,0,0.02,0,0.01,0.01,0.01,0.03,0.03,0.01,0.03,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.03,0.08,798,0.43,24,Extract,Memory & Cognition
P0260,Product_260,Capsule,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0,0,0.03,0.03,0.02,0.01,0.01,0,0.01,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0,0.02,0.01,0,0.01,0.01,0.03,0.03,0.1,657,0.23,24,Extract,Immunity Booster
P0261,Product_261,Decoction,0.03,0.03,0.01,0.01,0.03,0.03,0.03,0.01,0,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.02,0.03,0.03,0,0.02,0,0.02,0,0.01,0.03,0,0.03,0.02,0,0.02,0.02,0,0.02,0.02,0.02,0.01,0,0.03,0.02,0.03,0.13,153,0.33,18,Decoction,Stress & Anxiety
P0262,Product_262,Decoction,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.01,0.03,0.03,0,0.01,0.03,0,0.02,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.01,0,0.01,0.02,0.02,0,0.04,0.03,0.03,0.01,0.01,0.01,0.1,433,0.48,24,PowderBlend,Weight Loss
P0263,Product_263,Capsule,0.03,0,0.02,0.03,0.01,0,0.03,0.01,0.01,0.01,0.01,0.02,0.02,0,0.03,0.01,0.02,0.01,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.03,0.01,0.02,0.03,0.02,0.02,0,0.03,0.03,0.03,0.01,0.01,0.01,0,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.13,128,0.55,12,TabletCompression,Hair & Scalp Care
P0264,Product_264,Powder,0.01,0.03,0.04,0.02,0,0.03,0.04,0,0.03,0.03,0.03,0.02,0.03,0.01,0.04,0,0.01,0,0.01,0,0.02,0.04,0,0.03,0.01,0.01,0.03,0.02,0.01,0.03,0.01,0.03,0.03,0,0.01,0.02,0.01,0.02,0,0,0.02,0,0,0.04,0.01,0.02,0.03,0.01,0.01,0.01,0.14,139,0.47,18,TabletCompression,Immunity Booster
P0265,Product_265,Decoction,0.02,0.04,0.02,0.03,0.02,0.01,0.02,0,0.03,0.03,0.04,0.03,0.03,0,0.01,0.02,0,0.02,0.04,0.03,0.02,0.02,0.02,0.01,0,0.02,0,0,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0,0.02,0.02,0.01,0.02,0,0.03,0.03,0.01,0,0.01,0.02,0.02,0.13,600,0.31,12,TabletCompression,Liver Detox
P0266,Product_266,Tablet,0.02,0.04,0.03,0.01,0.02,0.03,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.04,0,0.02,0.02,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0,0.02,0.01,0.02,0.04,0.02,0.01,0.01,0,0.03,0,0.02,0.01,0.03,0.02,0.01,0.02,0.01,0,0,0.02,0.03,0.02,0.02,0,0.02,0.11,756,0.31,24,Extract,Hair & Scalp Care
P0267,Product_267,Powder,0.03,0.01,0.01,0.02,0.01,0,0,0.02,0.01,0.03,0.03,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.03,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0,0.02,0.03,0.01,0.02,0.02,0,0.02,0.01,0.11,574,0.26,36,TabletCompression,Anti-Inflammatory
P0268,Product_268,Capsule,0,0.02,0,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.03,0,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0,0,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0,0.14,184,0.52,18,PowderBlend,Memory & Cognition
P0269,Product_269,Tablet,0.03,0.03,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0,0.01,0.02,0,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0,0.02,0.01,0,0,0,0.01,0.02,0.01,0.02,0.03,0,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.14,800,0.32,18,TabletCompression,Skin Disorders
P0270,Product_270,Capsule,0.04,0.02,0.01,0.02,0.03,0.03,0.02,0.01,0.02,0.03,0.01,0.03,0.03,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0,0,0.03,0,0.02,0.02,0.01,0.03,0.01,0,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0,0.01,0.01,0.03,0,0.03,0,0.12,300,0.28,36,PowderBlend,Hair & Scalp Care
P0271,Product_271,Decoction,0.03,0.01,0.02,0.03,0.01,0.03,0.02,0.02,0,0.02,0.03,0,0.02,0.03,0.01,0,0.01,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.01,0.03,0,0,0.02,0.03,0.01,0.01,0.02,0.11,216,0.4,18,Fermentation,Respiratory Health
P0272,Product_272,Powder,0.03,0.01,0.03,0.02,0.02,0.03,0,0.03,0.01,0.02,0,0,0.02,0.03,0.03,0.02,0,0.03,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.01,0.03,0.02,0.01,0.03,0,0,0.03,0.03,0.01,0.03,0.01,0.01,0.01,0.03,0.02,0.02,0,0.01,0.02,0.02,0.11,504,0.23,12,TabletCompression,Digestive Cleanser
P0273,Product_273,Decoction,0.03,0.01,0.02,0.01,0.01,0.01,0.03,0.03,0,0,0.03,0.03,0.01,0.03,0.02,0.02,0,0.02,0.01,0.02,0,0.03,0.02,0.02,0,0.02,0.03,0.03,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0,0.03,0.03,0.01,0.03,0.02,0.02,0.01,0.03,0.01,0.1,457,0.36,36,Fermentation,Memory & Cognition
P0274,Product_274,Capsule,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0,0,0.01,0.03,0.03,0.02,0.03,0.02,0,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.03,0.01,0.02,0,0.02,0.01,0.03,0.01,0.12,807,0.55,36,Fermentation,Memory & Cognition
P0275,Product_275,Tablet,0.03,0.04,0.02,0.02,0.02,0.01,0.02,0,0.04,0,0.01,0.03,0.03,0.01,0.04,0.03,0.03,0.03,0.04,0,0.02,0.01,0,0.04,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0,0,0.04,0,0.02,0.03,0.02,0,0.03,0,0.04,0.02,0.01,0.02,0,0,0,0.1,368,0.26,36,PowderBlend,Memory & Cognition
P0276,Product_276,Decoction,0.03,0.03,0.03,0.04,0.02,0.03,0.01,0.01,0,0.02,0.02,0.02,0.03,0.04,0.01,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.04,0.01,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.06,737,0.27,18,PowderBlend,Diabetes Management
P0277,Product_277,Tablet,0.01,0.01,0.01,0.02,0.03,0.01,0,0.03,0.03,0.02,0,0.03,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.04,0,0.02,0.02,0.01,0.01,0.03,0.03,0.03,0.01,0.04,0.03,0.02,0.03,0.03,0.01,0,0,0.01,0.03,0.03,0.02,0.07,568,0.28,36,Fermentation,Memory & Cognition
P0278,Product_278,Capsule,0.01,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.03,0.01,0.03,0.04,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0.01,0.04,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.01,0.03,0,0,0.01,0.01,0.02,0.02,0,0.02,0.02,0.02,0.03,0.07,849,0.26,12,TabletCompression,Cardiac Health
P0279,Product_279,Syrup,0,0.02,0.03,0.01,0.01,0,0.03,0.04,0.02,0.02,0,0.03,0.04,0.02,0.02,0.01,0.03,0.01,0.03,0.03,0.04,0,0.04,0.02,0.04,0.02,0,0.01,0.01,0.03,0.01,0.01,0.04,0.01,0,0.01,0.03,0,0,0.02,0.03,0,0.01,0.02,0.03,0.01,0.02,0.01,0,0.03,0.1,531,0.24,36,TabletCompression,Immunity Booster
P0280,Product_280,Tablet,0.01,0.03,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0,0.01,0.02,0.02,0.01,0.01,0.03,0,0.02,0.03,0.02,0.01,0.02,0,0.03,0,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.14,528,0.26,12,PowderBlend,Digestive Cleanser
P0281,Product_281,Paste,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0,0.02,0.03,0.02,0.01,0.01,0,0.03,0.02,0.03,0.01,0,0.03,0.01,0.02,0,0.03,0.01,0.01,0.03,0.02,0.02,0.01,0.03,0,0.01,0.01,0.02,0.03,0.03,0,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0,0.01,0.03,0.14,100,0.52,18,PowderBlend,Weight Loss
P0282,Product_282,Paste,0,0.02,0.02,0.02,0.01,0.01,0,0.01,0.03,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0,0.03,0,0.02,0.01,0.03,0,0,0.02,0.02,0.03,0.02,0.01,0.02,0.01,0.03,0.02,0,0.12,991,0.34,18,TabletCompression,Cardiac Health
P0283,Product_283,Syrup,0.03,0.02,0.01,0,0.01,0,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0,0.02,0.03,0.03,0.02,0.01,0.03,0.03,0.02,0.02,0.01,0,0.03,0.03,0.01,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0.03,0.02,0.01,0.02,0.01,0.01,0.1,961,0.26,18,Extract,Cardiac Health
P0284,Product_284,Syrup,0.02,0.01,0.02,0.02,0.01,0.03,0,0.03,0.01,0,0.02,0.02,0.03,0.01,0.03,0.01,0.02,0.02,0.03,0.02,0.03,0,0.03,0,0.03,0.02,0.02,0.01,0,0.02,0.03,0.03,0.01,0.03,0.01,0.03,0.01,0.01,0.03,0.01,0.03,0.01,0.03,0.02,0,0,0.02,0.02,0,0.01,0.14,461,0.59,24,Fermentation,Immunity Booster
P0285,Product_285,Syrup,0.01,0.02,0.01,0.03,0.03,0.03,0.03,0.01,0.01,0,0.02,0,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.03,0.03,0.01,0.02,0.01,0.03,0.02,0.01,0.03,0.03,0,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.03,0,0,0.09,425,0.48,18,Decoction,Immunity Booster
P0286,Product_286,Decoction,0.02,0.03,0.03,0.03,0.01,0,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.01,0.01,0,0.03,0.03,0.03,0.02,0.03,0.01,0,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.11,939,0.56,36,PowderBlend,Joint Pain Relief
P0287,Product_287,Capsule,0.03,0.03,0,0.02,0.01,0,0,0.02,0.03,0.01,0.03,0.02,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03,0.01,0.01,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0,0,0.02,0.02,0.01,0.01,0.02,0,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.03,0.11,771,0.54,36,Extract,Diabetes Management
P0288,Product_288,Syrup,0.01,0,0.02,0.03,0,0.01,0.02,0.02,0,0.03,0.02,0.02,0.02,0.01,0.04,0.02,0.02,0.01,0.01,0.03,0.02,0.01,0.03,0.03,0.03,0.01,0,0.01,0.01,0.04,0.01,0.02,0.03,0.02,0.02,0,0.03,0.04,0.02,0.03,0.02,0,0.03,0.02,0.02,0.03,0.02,0,0,0.02,0.09,732,0.52,24,Decoction,Immunity Booster
P0289,Product_289,Capsule,0.01,0.03,0.02,0.04,0,0.01,0,0.02,0.02,0.02,0.02,0,0.03,0.04,0.01,0,0.03,0.03,0.01,0.02,0.02,0.03,0.03,0.01,0.04,0.01,0.03,0.02,0,0.03,0.01,0.01,0.01,0,0.01,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.01,0.02,0.03,0,0.01,0,0,0.11,649,0.41,12,PowderBlend,Hair & Scalp Care
P0290,Product_290,Tablet,0.03,0,0.03,0.03,0.02,0.03,0.02,0,0.02,0,0.01,0.03,0.01,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0,0.01,0.01,0.01,0.02,0,0.01,0.03,0.03,0.01,0.02,0.01,0,0.03,0.02,0.01,0.1,993,0.55,24,PowderBlend,Joint Pain Relief
P0291,Product_291,Powder,0.01,0.02,0.01,0.03,0.02,0.03,0.01,0.03,0.02,0.01,0.03,0.03,0.02,0.02,0.02,0,0.03,0.01,0.02,0,0.02,0.02,0.03,0,0.01,0.03,0.02,0.03,0.03,0.03,0.01,0.02,0,0.01,0.02,0.03,0.01,0,0.01,0.02,0.01,0.01,0,0.03,0.02,0.01,0.02,0.01,0.03,0.01,0.13,874,0.51,24,Decoction,Women's Health
P0292,Product_292,Syrup,0.03,0.02,0.01,0.01,0.03,0.01,0.03,0.01,0,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.02,0,0,0.03,0,0.02,0.04,0,0.01,0.01,0.04,0.01,0.01,0,0.01,0.03,0.02,0.03,0.01,0.02,0.01,0.03,0.02,0.01,0.02,0,0.02,0.02,0.02,0.03,0.02,0.04,0.01,0.02,0.08,324,0.21,36,TabletCompression,Kidney Care
P0293,Product_293,Tablet,0.01,0.04,0.01,0.02,0.01,0.03,0.03,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0,0.03,0,0.02,0.02,0.02,0.02,0.01,0,0.02,0,0,0,0,0.04,0.03,0.03,0.01,0.02,0.04,0.04,0.03,0.03,0.01,0.02,0.02,0.02,0.04,0.03,0.01,0.03,0.01,0.01,0.09,976,0.52,36,Fermentation,Anti-Inflammatory
P0294,Product_294,Capsule,0.01,0.02,0.02,0.01,0.03,0.01,0.02,0.01,0.03,0,0.03,0.02,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.03,0,0.03,0,0.03,0.02,0.03,0,0.03,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.02,0.01,0,0.02,0.11,394,0.36,12,Extract,Women's Health
P0295,Product_295,Tablet,0.02,0.01,0.04,0.03,0.01,0.04,0.01,0.03,0.02,0.02,0.02,0,0.02,0.02,0.01,0.01,0.03,0,0,0.02,0.01,0.03,0,0.02,0.02,0.02,0.01,0,0.02,0.02,0.03,0.01,0.01,0.02,0.03,0.03,0.02,0.03,0,0.02,0.03,0,0,0.03,0.02,0.04,0.03,0.01,0.01,0.01,0.11,338,0.4,24,Extract,Respiratory Health
P0296,Product_296,Syrup,0.01,0,0,0.01,0.01,0.03,0.02,0,0.02,0.03,0.03,0.02,0.01,0,0.01,0.02,0.04,0.02,0.04,0,0.03,0.01,0.02,0.03,0.03,0,0.01,0.02,0.01,0.01,0,0.02,0.02,0,0,0.04,0.01,0.03,0.02,0.01,0.04,0.04,0.03,0,0.02,0.02,0.01,0.01,0.03,0.03,0.13,801,0.42,24,Fermentation,Stress & Anxiety
P0297,Product_297,Powder,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0,0.02,0.04,0,0.01,0.01,0.02,0,0,0.01,0.03,0.03,0.02,0.01,0.01,0.03,0.03,0.04,0.03,0.01,0.01,0.01,0.03,0,0.01,0.03,0,0.04,0.02,0.03,0,0.03,0.04,0.02,0.03,0,0.01,0.01,0.04,0.02,0.09,440,0.3,36,TabletCompression,Memory & Cognition
P0298,Product_298,Syrup,0,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.04,0.01,0.02,0.01,0.03,0.01,0.03,0.04,0,0,0.01,0.04,0.02,0.04,0.01,0.01,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0,0,0.01,0.01,0,0.02,0.03,0,0.03,0,0.04,0.02,0.02,0.01,0.01,0.02,0,0.1,830,0.32,18,Decoction,Respiratory Health
P0299,Product_299,Syrup,0.02,0.02,0,0.01,0.02,0.02,0.03,0,0.03,0,0.03,0.03,0.02,0.03,0,0.01,0.01,0.03,0.03,0.02,0.03,0,0.02,0,0.03,0.03,0.01,0.03,0.01,0.02,0.03,0.01,0.01,0.01,0,0,0.03,0.02,0.03,0.02,0,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.14,587,0.38,18,Extract,Weight Loss
P0300,Product_300,Decoction,0.02,0,0.02,0,0.02,0.02,0.02,0,0,0.03,0.01,0.02,0.02,0.01,0.02,0,0,0.01,0.03,0.03,0.03,0.02,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0,0.02,0.03,0,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.15,395,0.38,18,Decoction,Diabetes Management
P0301,Product_301,Decoction,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.03,0.02,0.01,0,0.02,0.02,0.03,0,0.01,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.01,0,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0,0.01,0.13,740,0.54,18,Decoction,Anti-Inflammatory
P0302,Product_302,Powder,0.03,0,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.01,0.02,0.03,0.03,0,0.03,0.03,0.03,0.03,0,0.01,0.02,0.02,0,0.03,0.01,0.01,0.02,0.02,0,0.02,0.02,0.01,0.03,0.03,0.02,0.01,0,0.03,0,0.02,0.01,0.03,0.02,0.01,0,0.02,0.03,0.12,834,0.29,24,Extract,Immunity Booster
P0303,Product_303,Powder,0.02,0.01,0.02,0.01,0.03,0,0,0.01,0.02,0,0.02,0.01,0.01,0.03,0.01,0,0,0.02,0,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0,0.02,0.01,0.02,0.02,0.03,0.01,0.04,0.02,0,0.03,0.03,0.03,0.01,0,0.03,0.01,0.01,0.02,0,0.03,0.03,0.02,0.16,927,0.27,12,Fermentation,Stress & Anxiety
P0304,Product_304,Syrup,0.03,0.03,0.01,0.03,0.02,0.03,0.03,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0.03,0.01,0.01,0,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0,0.03,0.01,0.01,0,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0,0.02,0.02,0,0.03,0,0.16,121,0.29,18,TabletCompression,Memory & Cognition
P0305,Product_305,Paste,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0,0,0.02,0.03,0.02,0,0.03,0.03,0,0,0.01,0.03,0,0,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.03,0.15,338,0.3,18,PowderBlend,Hair & Scalp Care
P0306,Product_306,Capsule,0.03,0.01,0.03,0,0.03,0.03,0.03,0.01,0,0.01,0.02,0.03,0.03,0,0.02,0.01,0.03,0.03,0.01,0.01,0.03,0,0,0.01,0,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0,0.01,0.02,0.03,0,0.02,0.03,0.03,0.02,0.03,0.01,0.03,0.03,0.03,0.02,0.03,0.02,0.09,891,0.46,36,PowderBlend,Skin Disorders
P0307,Product_307,Paste,0.03,0.01,0,0.03,0.01,0.02,0,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0,0.02,0.03,0,0.02,0.01,0.03,0,0,0.03,0.03,0.02,0.01,0.02,0.02,0.02,0.1,520,0.6,36,Fermentation,Joint Pain Relief
P0308,Product_308,Decoction,0.01,0.01,0.03,0.02,0,0.01,0.02,0,0.01,0.03,0.02,0.04,0.03,0.02,0.02,0.03,0.03,0.01,0,0.01,0,0.02,0.03,0,0.02,0.01,0.03,0.02,0,0.01,0.01,0.03,0.03,0.03,0.03,0.02,0.01,0.03,0.01,0.02,0.03,0.03,0.01,0.02,0.01,0.01,0.03,0,0.01,0.03,0.11,969,0.49,36,TabletCompression,Weight Loss
P0309,Product_309,Decoction,0.02,0.01,0.02,0.03,0,0.02,0.03,0.03,0.02,0.03,0.03,0,0.01,0.02,0.01,0.02,0.03,0.03,0.02,0.02,0,0.03,0.03,0.01,0,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0,0.01,0.03,0.01,0.01,0.01,0.03,0.02,0.03,0,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.09,512,0.55,24,PowderBlend,Weight Loss
P0310,Product_310,Capsule,0.02,0.01,0.03,0.03,0.03,0.02,0.01,0.03,0,0.02,0.01,0.01,0.02,0.03,0,0.02,0.02,0.01,0.02,0.02,0.02,0,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.03,0.02,0,0.02,0.01,0.02,0,0,0.01,0.03,0.01,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.02,0.1,267,0.58,36,TabletCompression,Hair & Scalp Care
P0311,Product_311,Syrup,0.03,0.02,0.03,0,0.01,0,0.03,0.01,0.01,0.02,0.01,0,0.01,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.03,0,0.02,0.02,0.03,0.03,0.01,0.03,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.03,0.03,0,0.02,0.01,0.08,666,0.36,18,Extract,Weight Loss
P0312,Product_312,Capsule,0,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0,0.03,0.01,0.01,0.02,0.02,0.02,0,0.03,0.02,0.01,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.03,0.03,0,0.02,0.11,583,0.28,36,Decoction,Diabetes Management
P0313,Product_313,Paste,0.01,0.01,0.02,0.03,0,0.01,0.01,0,0.03,0.03,0.01,0,0.01,0.02,0.03,0.01,0.03,0.03,0.02,0.02,0.01,0.03,0.03,0.03,0,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.03,0.02,0.01,0.02,0.03,0.01,0.01,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.09,618,0.47,18,PowderBlend,Stress & Anxiety
P0314,Product_314,Paste,0.02,0.03,0.03,0,0,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0,0.02,0.03,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.04,0.03,0.03,0,0.02,0.02,0,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.03,0.03,0,0.01,0.01,0,0.03,0.03,0.02,0.02,0.01,0.11,242,0.38,36,Extract,Anti-Inflammatory
P0315,Product_315,Powder,0.01,0.03,0.03,0.02,0.02,0.01,0.01,0.03,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.01,0.01,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.03,0.01,0,0,0.01,0.02,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.03,0,0.03,0.01,0.02,0.02,0.02,0.01,0,0.01,0.03,0.01,0.01,0.12,707,0.5,12,TabletCompression,Memory & Cognition
P0316,Product_316,Paste,0,0.02,0.02,0.03,0.01,0.02,0.01,0.03,0.01,0.03,0.02,0.02,0.02,0.01,0.02,0,0.02,0.02,0.03,0.02,0.02,0,0.03,0.03,0.03,0,0.01,0.02,0.01,0,0.02,0.03,0.02,0.02,0,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0,0.01,0.01,0.02,0,0.01,0.01,0.14,837,0.33,12,Decoction,Digestive Cleanser
P0317,Product_317,Syrup,0,0.02,0.02,0.01,0,0.02,0.02,0.01,0.03,0.03,0.03,0.02,0.04,0.02,0.04,0.02,0.03,0.03,0.01,0.01,0.03,0.03,0.03,0,0.01,0.03,0,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0,0.02,0.02,0.03,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0,0.01,0.09,244,0.28,36,Extract,Hair & Scalp Care
P0318,Product_318,Paste,0.03,0.01,0.02,0.03,0.03,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0,0.02,0.02,0.03,0.01,0,0.01,0.02,0.03,0,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.09,304,0.24,12,Extract,Digestive Cleanser
